date,state,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations,daily_vaccinations_per_million,share_doses_used
2021-02-18,Iowa,507650,648600,377848,3.93,16.09,124111,11.98,20.56,12163,17183,5446,0.783
2021-02-17,Iowa,495487,619000,367577,3.88,15.7,122291,11.65,19.62,9777,18104,5738,0.8
2021-02-16,Iowa,485710,615100,360301,3.8,15.4,119865,11.42,19.5,14599,19130,6063,0.79
2021-02-15,Iowa,,,,,,,,,14599,17966,5694,
2021-02-14,Iowa,456512,597725,335771,3.66,14.47,115407,10.64,18.94,24039,18300,5800,0.764
2021-02-13,Iowa,432473,595775,317851,3.48,13.71,109660,10.07,18.88,23895,17707,5612,0.726
2021-02-12,Iowa,408578,590900,299032,3.32,12.95,104622,9.48,18.73,21208,16457,5216,0.691
2021-02-11,Iowa,387370,579200,282596,3.17,12.28,99986,8.96,18.36,18611,15445,4895,0.669
2021-02-10,Iowa,368759,540375,268974,3.03,11.69,95650,8.52,17.13,16956,14569,4618,0.682
2021-02-09,Iowa,351803,510550,257459,2.87,11.15,90525,8.16,16.18,6453,13183,4178,0.689
2021-02-08,Iowa,345350,510550,252349,2.84,10.95,89506,8,16.18,16938,12555,3979,0.676
2021-02-07,Iowa,328412,510550,237554,2.77,10.41,87373,7.53,16.18,19885,10887,3451,0.643
2021-02-06,Iowa,308527,510550,224437,2.56,9.78,80640,7.11,16.18,15150,10093,3199,0.604
2021-02-05,Iowa,293377,507850,215693,2.35,9.3,74252,6.84,16.1,14125,9861,3125,0.578
2021-02-04,Iowa,279252,471200,206516,2.2,8.85,69401,6.55,14.94,12475,9536,3022,0.593
2021-02-03,Iowa,266777,446825,199242,2.04,8.46,64234,6.32,14.16,7255,8940,2834,0.597
2021-02-02,Iowa,259522,415325,195234,1.94,8.23,61085,6.19,13.16,2054,8791,2786,0.625
2021-02-01,Iowa,257468,417900,194009,1.91,8.16,60259,6.15,13.24,5266,8752,2774,0.616
2021-01-31,Iowa,252202,417900,190689,1.85,7.99,58367,6.04,13.24,14328,8717,2763,0.603
2021-01-30,Iowa,237874,417900,182537,1.66,7.54,52324,5.79,13.24,13527,8252,2615,0.569
2021-01-29,Iowa,224347,398600,174655,1.48,7.11,46785,5.54,12.63,11850,7677,2433,0.563
2021-01-28,Iowa,212497,391575,169341,1.28,6.74,40477,5.37,12.41,8301,7679,2434,0.543
2021-01-27,Iowa,204196,362875,165466,1.14,6.47,36067,5.24,11.5,6214,7764,2461,0.563
2021-01-26,Iowa,197982,361575,162795,1.03,6.28,32547,5.16,11.46,1779,7575,2401,0.548
2021-01-25,Iowa,196203,361475,161445,1.02,6.22,32149,5.12,11.46,5020,8177,2592,0.543
2021-01-24,Iowa,191183,361475,157635,0.98,6.06,30949,5,11.46,11073,8316,2636,0.529
2021-01-23,Iowa,180110,361475,151145,0.84,5.71,26426,4.79,11.46,9503,7591,2406,0.498
2021-01-22,Iowa,170607,338950,145642,0.71,5.41,22429,4.62,10.74,11864,7089,2247,0.503
2021-01-21,Iowa,158743,328600,139500,0.53,5.03,16860,4.42,10.42,8893,6664,2112,0.483
2021-01-20,Iowa,149850,291075,133528,0.44,4.75,13995,4.23,9.23,4895,5394,1710,0.515
2021-01-19,Iowa,144955,269000,130042,0.4,4.59,12629,4.12,8.53,5993,6609,2095,0.539
2021-01-18,Iowa,,,,,,,,,5993,6712,2127,
2021-01-17,Iowa,,,,,,,,,5993,6856,2173,
2021-01-16,Iowa,,,,,,,,,5993,7071,2241,
2021-01-15,Iowa,120983,269000,108056,0.34,3.84,10742,3.42,8.53,8890,7431,2355,0.45
2021-01-14,Iowa,112093,268025,100805,,3.55,,3.2,8.49,0,6701,2124,0.418
2021-01-13,Iowa,112093,264125,101859,0.3,3.55,9603,3.23,8.37,13402,13402,4248,0.424
2021-01-12,Iowa,98691,208875,91969,0.19,3.13,6099,2.92,6.62,,,,0.472
2021-03-03,Kansas,644921,1004065,429853,7.22,22.14,210351,14.76,34.47,15373,16288,5591,0.642
2021-03-02,Kansas,629548,868885,421149,6.99,21.61,203731,14.46,29.83,8609,16024,5500,0.725
2021-03-01,Kansas,620939,867585,417111,6.84,21.31,199266,14.32,29.78,11174,15173,5208,0.716
2021-02-28,Kansas,609765,867585,408501,6.76,20.93,196781,14.02,29.78,26267,14348,4925,0.703
2021-02-27,Kansas,583498,867585,394351,6.34,20.03,184698,13.54,29.78,22722,13537,4647,0.673
2021-02-26,Kansas,560776,861645,383658,5.93,19.25,172744,13.17,29.58,18343,13437,4612,0.651
2021-02-25,Kansas,542433,839575,373244,5.66,18.62,164940,12.81,28.82,11529,17801,6110,0.646
2021-02-24,Kansas,530904,754495,367813,5.46,18.22,158944,12.62,25.9,13525,17963,6166,0.704
2021-02-23,Kansas,517379,699895,360817,5.23,17.76,152471,12.38,24.02,2651,17162,5891,0.739
2021-02-22,Kansas,514728,645800,359269,5.2,17.67,151375,12.33,22.17,5396,17302,5939,0.797
2021-02-21,Kansas,509332,645800,356901,5.09,17.48,148378,12.25,22.17,20594,17050,5852,0.789
2021-02-20,Kansas,488738,645800,345965,4.76,16.78,138765,11.88,22.17,22020,17264,5926,0.757
2021-02-19,Kansas,466718,624975,334112,4.42,16.02,128614,11.47,21.45,48893,16568,5687,0.747
2021-02-18,Kansas,417825,581975,302165,3.87,14.34,112651,10.37,19.98,12659,12129,4163,0.718
2021-02-17,Kansas,405166,581975,295950,3.65,13.91,106249,10.16,19.98,7919,12215,4193,0.696
2021-02-16,Kansas,397247,581975,291726,3.52,13.64,102601,10.01,19.98,3632,13096,4495,0.683
2021-02-15,Kansas,,,,,,,,,3632,12932,4439,
2021-02-14,Kansas,389983,581975,287680,3.41,13.39,99392,9.88,19.98,22092,13386,4595,0.67
2021-02-13,Kansas,367891,581975,273430,3.14,12.63,91577,9.39,19.98,17150,12520,4298,0.632
2021-02-12,Kansas,350741,581975,261332,2.97,12.04,86597,8.97,19.98,17818,12445,4272,0.603
2021-02-11,Kansas,332923,564000,248979,2.81,11.43,81948,8.55,19.36,13261,11643,3996,0.59
2021-02-10,Kansas,319662,553750,241127,2.63,10.97,76561,8.28,19.01,14088,11215,3850,0.577
2021-02-09,Kansas,305574,492250,233494,2.41,10.49,70115,8.02,16.9,2480,10625,3647,0.621
2021-02-08,Kansas,303094,492250,232575,2.35,10.4,68565,7.98,16.9,6810,10886,3737,0.616
2021-02-07,Kansas,296284,492250,228774,2.25,10.17,65559,7.85,16.9,16032,10688,3669,0.602
2021-02-06,Kansas,280252,492250,218170,2.07,9.62,60203,7.49,16.9,16628,10533,3615,0.569
2021-02-05,Kansas,263624,492250,206997,1.88,9.05,54834,7.1,16.9,12199,10441,3584,0.536
2021-02-04,Kansas,251425,471775,198352,1.76,8.63,51322,6.81,16.19,10269,8732,2997,0.533
2021-02-03,Kansas,241156,470800,192026,1.63,8.28,47394,6.59,16.16,9955,10395,3568,0.512
2021-02-02,Kansas,231201,413350,185065,1.52,7.94,44420,6.35,14.19,4306,10351,3553,0.559
2021-02-01,Kansas,226895,413350,183035,1.45,7.79,42297,6.28,14.19,5426,10311,3539,0.549
2021-01-31,Kansas,221469,413350,180156,1.36,7.6,39753,6.18,14.19,14949,10031,3443,0.536
2021-01-30,Kansas,206520,413350,168343,1.26,7.09,36738,5.78,14.19,15980,8802,3021,0.5
2021-01-29,Kansas,190540,412375,157720,1.08,6.54,31482,5.41,14.16,239,7635,2621,0.462
2021-01-28,Kansas,190301,405550,157536,1.08,6.53,31429,5.41,13.92,21909,8552,2935,0.469
2021-01-27,Kansas,168392,392875,140685,0.91,5.78,26457,4.83,13.49,9649,6527,2240,0.429
2021-01-26,Kansas,158743,348175,132153,0.87,5.45,25349,4.54,11.95,4024,5758,1976,0.456
2021-01-25,Kansas,154719,348175,129861,0.81,5.31,23635,4.46,11.95,3470,5921,2032,0.444
2021-01-24,Kansas,151249,348175,127417,0.78,5.19,22610,4.37,11.95,6340,6163,2115,0.434
2021-01-23,Kansas,144909,348175,122813,0.72,4.97,20883,4.22,11.95,7815,5995,2058,0.416
2021-01-22,Kansas,137094,336475,116569,0.66,4.71,19325,4,11.55,6660,5616,1928,0.407
2021-01-21,Kansas,130434,312000,111907,0.6,4.48,17430,3.84,10.71,7729,5553,1906,0.418
2021-01-20,Kansas,122705,265600,105679,0.55,4.21,16013,3.63,9.12,4271,5294,1817,0.462
2021-01-19,Kansas,118434,263175,101824,0.54,4.06,15602,3.5,9.03,5163.75,5738,1970,0.45
2021-01-18,Kansas,,,,,,,,,5163.75,5834,2003,
2021-01-17,Kansas,,,,,,,,,5163.75,5968,2049,
2021-01-16,Kansas,,,,,,,,,5163.75,6169,2118,
2021-01-15,Kansas,97779,263175,83293,0.46,3.36,13496,2.86,9.03,6214,6504,2233,0.372
2021-01-14,Kansas,91565,263175,77590,,3.14,,2.66,9.03,5915,6648,2282,0.348
2021-01-13,Kansas,85650,261175,58477,0.43,2.94,12470,2.01,8.96,7382,7382,2534,0.328
2021-01-12,Kansas,78268,193175,53988,0.33,2.69,9577,1.85,6.63,,,,0.405
2021-03-03,Kentucky,1082228,1435555,715889,8.1,24.22,362062,16.02,32.13,20992,29627,6631,0.754
2021-03-02,Kentucky,1061236,1418685,702822,7.93,23.75,354275,15.73,31.75,14401,29971,6708,0.748
2021-03-01,Kentucky,1046835,1317325,691600,7.86,23.43,351189,15.48,29.49,26790,29618,6629,0.795
2021-02-28,Kentucky,1020045,1317325,674617,7.64,22.83,341409,15.1,29.49,39318,28005,6268,0.774
2021-02-27,Kentucky,980727,1317325,654884,7.21,21.95,321940,14.66,29.49,35559,26254,5876,0.744
2021-02-26,Kentucky,945168,1305725,632114,6.92,21.16,309250,14.15,29.23,37332,23723,5310,0.724
2021-02-25,Kentucky,907836,1230465,609932,6.59,20.32,294202,13.65,27.54,32996,25953,5809,0.738
2021-02-24,Kentucky,874840,1204585,592151,6.25,19.58,279104,13.25,26.96,23400,22140,4956,0.726
2021-02-23,Kentucky,851440,1181375,579549,6.01,19.06,268387,12.97,26.44,11932,19979,4472,0.721
2021-02-22,Kentucky,839508,1006050,573961,5.87,18.79,262062,12.85,22.52,15501,20619,4615,0.834
2021-02-21,Kentucky,824007,1006050,566677,5.68,18.44,253857,12.68,22.52,27055,20748,4644,0.819
2021-02-20,Kentucky,796952,998250,556588,5.3,17.84,236951,12.46,22.34,17843,21020,4705,0.798
2021-02-19,Kentucky,779109,998250,547573,5.11,17.44,228157,12.26,22.34,52941,20370,4559,0.78
2021-02-18,Kentucky,726168,950600,517316,4.6,16.25,205575,11.58,21.28,6311,16853,3772,0.764
2021-02-17,Kentucky,719857,911575,514681,4.52,16.11,202064,11.52,20.4,8269,19273,4314,0.79
2021-02-16,Kentucky,711588,903775,510373,4.44,15.93,198180,11.42,20.23,16410,20419,4570,0.787
2021-02-15,Kentucky,,,,,,,,,16410,18642,4173,
2021-02-14,Kentucky,678768,892100,488161,4.2,15.19,187643,10.93,19.97,28958,18632,4170,0.761
2021-02-13,Kentucky,649810,892100,474397,3.86,14.54,172518,10.62,19.97,13292,18949,4241,0.728
2021-02-12,Kentucky,636518,882400,468357,3.7,14.25,165324,10.48,19.75,28320,21820,4884,0.721
2021-02-11,Kentucky,608198,882200,454145,3.39,13.61,151297,10.17,19.75,23251,21774,4874,0.689
2021-02-10,Kentucky,584947,840400,442691,3.12,13.09,139605,9.91,18.81,16289,21364,4782,0.696
2021-02-09,Kentucky,568658,828800,436193,2.91,12.73,129862,9.76,18.55,3976,21299,4767,0.686
2021-02-08,Kentucky,564682,747000,434294,2.86,12.64,127793,9.72,16.72,16340,21305,4769,0.756
2021-02-07,Kentucky,548342,747000,422976,2.75,12.27,122785,9.47,16.72,31174,20520,4593,0.734
2021-02-06,Kentucky,517168,747000,406790,2.42,11.58,108050,9.1,16.72,33391,18738,4194,0.692
2021-02-05,Kentucky,483777,747000,387902,2.1,10.83,93651,8.68,16.72,27994,16733,3745,0.648
2021-02-04,Kentucky,455783,746500,372114,1.82,10.2,81502,8.33,16.71,20383,16226,3632,0.611
2021-02-03,Kentucky,435400,719200,360015,1.64,9.75,73264,8.06,16.1,15838,16019,3586,0.605
2021-02-02,Kentucky,419562,684700,350622,1.5,9.39,66852,7.85,15.33,4017,15339,3433,0.613
2021-02-01,Kentucky,415545,650150,347384,1.48,9.3,66077,7.78,14.55,10840,15440,3456,0.639
2021-01-31,Kentucky,404705,650150,337738,1.45,9.06,64890,7.56,14.55,18704,15030,3364,0.622
2021-01-30,Kentucky,386001,650150,324581,1.33,8.64,59367,7.26,14.55,19358,16434,3678,0.594
2021-01-29,Kentucky,366643,650050,312373,1.17,8.21,52251,6.99,14.55,24443,16071,3597,0.564
2021-01-28,Kentucky,342200,611050,297108,0.97,7.66,43142,6.65,13.68,18932,15294,3423,0.56
2021-01-27,Kentucky,323268,585500,285291,0.81,7.24,36054,6.39,13.1,11076,14189,3176,0.552
2021-01-26,Kentucky,312192,557975,279715,0.69,6.99,30633,6.26,12.49,4730,13736,3075,0.56
2021-01-25,Kentucky,307462,471000,275610,0.67,6.88,30010,6.17,10.54,7969,14535,3253,0.653
2021-01-24,Kentucky,299493,471000,268308,0.66,6.7,29346,6.01,10.54,28533,14871,3329,0.636
2021-01-23,Kentucky,270960,471000,243620,0.57,6.06,25566,5.45,10.54,16816,12270,2746,0.575
2021-01-22,Kentucky,254144,466700,229873,0.5,5.69,22568,5.14,10.45,19001,11342,2539,0.545
2021-01-21,Kentucky,235143,450175,217837,0.35,5.26,15699,4.88,10.08,11197,11361,2543,0.522
2021-01-20,Kentucky,223946,444325,208664,0.31,5.01,13829,4.67,9.94,7907,11644,2606,0.504
2021-01-19,Kentucky,216039,337450,201688,0.29,4.84,12911,4.51,7.55,10322.75,11989,2683,0.64
2021-01-18,Kentucky,,,,,,,,,10322.75,12267,2746,
2021-01-17,Kentucky,,,,,,,,,10322.75,12656,2833,
2021-01-16,Kentucky,,,,,,,,,10322.75,13239,2963,
2021-01-15,Kentucky,174748,337450,162733,0.24,3.91,10672,3.64,7.55,19135,14211,3181,0.518
2021-01-14,Kentucky,155613,332375,145320,,3.48,,3.25,7.44,13177,11750,2630,0.468
2021-01-13,Kentucky,142436,329450,111449,0.17,3.19,7725,2.5,7.37,10322,10322,2310,0.432
2021-01-12,Kentucky,132114,329450,102517,0.14,2.96,6335,2.3,7.37,,,,0.401
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
2021-03-03,Louisiana,1107626,1482470,709457,8.5,23.83,395300,15.26,31.89,23127,26690,5741,0.747
2021-03-02,Louisiana,1084499,1479200,694173,8.34,23.33,387514,14.93,31.82,7923,25309,5444,0.733
2021-03-01,Louisiana,1076576,1331680,688286,8.29,23.16,385486,14.81,28.65,19601,24764,5327,0.808
2021-02-28,Louisiana,1056975,1331680,673772,8.18,22.74,380420,14.49,28.65,37594,23208,4992,0.794
2021-02-27,Louisiana,1019381,1331680,649708,7.89,21.93,366968,13.98,28.65,41147,20243,4354,0.765
2021-02-26,Louisiana,978234,1281480,627019,7.51,21.04,348969,13.49,27.57,34815,16953,3647,0.763
2021-02-25,Louisiana,943419,1264780,610568,7.11,20.29,330738,13.13,27.21,22625,21130,4545,0.746
2021-02-24,Louisiana,920794,1247910,601456,6.82,19.81,317284,12.94,26.84,13460,18460,3971,0.738
2021-02-23,Louisiana,907334,1127670,596165,6.65,19.52,309174,12.82,24.26,4108,17480,3760,0.805
2021-02-22,Louisiana,903226,1043200,594561,6.6,19.43,306685,12.79,22.44,8707,18023,3877,0.866
2021-02-21,Louisiana,894519,1042225,590652,6.49,19.24,301923,12.7,22.42,16836,17909,3852,0.858
2021-02-20,Louisiana,877683,1012000,582482,6.31,18.88,293295,12.53,21.77,18118,20294,4365,0.867
2021-02-19,Louisiana,859565,987625,572666,6.13,18.49,285057,12.32,21.24,64054,22636,4869,0.87
2021-02-18,Louisiana,795511,928425,533933,5.59,17.11,259851,11.48,19.97,3937,22356,4809,0.857
2021-02-17,Louisiana,791574,900725,531448,5.56,17.03,258404,11.43,19.38,6598,21794,4688,0.879
2021-02-16,Louisiana,784976,895350,528052,5.49,16.89,255269,11.36,19.26,7910.5,23607,5078,0.877
2021-02-15,Louisiana,,,,,,,,,7910.5,23289,5010,
2021-02-14,Louisiana,769155,895150,518682,5.35,16.55,248848,11.16,19.26,33533,24173,5200,0.859
2021-02-13,Louisiana,735622,895150,501286,5.01,15.82,232766,10.78,19.26,34512,23556,5067,0.822
2021-02-12,Louisiana,701110,894850,482025,4.68,15.08,217681,10.37,19.25,62091,23529,5061,0.783
2021-02-11,Louisiana,639019,894850,448139,4.08,13.75,189574,9.64,19.25,0,18434,3965,0.714
2021-02-10,Louisiana,639019,882350,448139,4.08,13.75,189574,9.64,18.98,19290,21437,4611,0.724
2021-02-09,Louisiana,619729,880150,438336,3.87,13.33,180112,9.43,18.93,5688,20531,4416,0.704
2021-02-08,Louisiana,614041,769750,436190,3.8,13.21,176580,9.38,16.56,14100,21552,4636,0.798
2021-02-07,Louisiana,599941,769750,431119,3.6,12.9,167576,9.27,16.56,29210,22318,4801,0.779
2021-02-06,Louisiana,570731,769750,419327,3.23,12.28,150219,9.02,16.56,34327,21403,4604,0.741
2021-02-05,Louisiana,536404,746550,404021,2.83,11.54,131355,8.69,16.06,26422,19727,4243,0.719
2021-02-04,Louisiana,509982,746550,393389,2.49,10.97,115629,8.46,16.06,21022,19155,4120,0.683
2021-02-03,Louisiana,488960,746550,384041,2.24,10.52,104070,8.26,16.06,12946,18602,4001,0.655
2021-02-02,Louisiana,476014,736850,378574,2.08,10.24,96606,8.14,15.85,12835,18620,4005,0.646
2021-02-01,Louisiana,463179,648925,376491,1.85,9.96,85872,8.1,13.96,19464,17390,3741,0.714
2021-01-31,Louisiana,443715,648925,369486,1.58,9.54,73436,7.95,13.96,22807,15661,3369,0.684
2021-01-30,Louisiana,420908,648925,355024,1.4,9.05,65136,7.64,13.96,22596,15126,3254,0.649
2021-01-29,Louisiana,398312,620425,339450,1.25,8.57,58132,7.3,13.35,22417,14380,3093,0.642
2021-01-28,Louisiana,375895,620425,323609,1.11,8.09,51583,6.96,13.35,17149,13785,2965,0.606
2021-01-27,Louisiana,358746,620325,311135,1.01,7.72,46954,6.69,13.34,13071,13478,2899,0.578
2021-01-26,Louisiana,345675,602025,301874,0.93,7.44,43189,6.49,12.95,4228,12869,2768,0.574
2021-01-25,Louisiana,341447,543700,297684,0.93,7.34,43151,6.4,11.7,7361,14323,3081,0.628
2021-01-24,Louisiana,334086,543700,290955,0.92,7.19,42520,6.26,11.7,19063,15330,3298,0.614
2021-01-23,Louisiana,315023,543700,272630,0.9,6.78,41788,5.86,11.7,17368,14664,3154,0.579
2021-01-22,Louisiana,297655,506200,256670,0.87,6.4,40385,5.52,10.89,18257,14241,3063,0.588
2021-01-21,Louisiana,279398,492800,240762,0.82,6.01,38095,5.18,10.6,14998,14798,3183,0.567
2021-01-20,Louisiana,264400,485625,228831,0.75,5.69,35049,4.92,10.45,8809,15459,3325,0.544
2021-01-19,Louisiana,255591,370175,221109,0.73,5.5,33967,4.76,7.96,14406,16117,3467,0.69
2021-01-18,Louisiana,,,,,,,,,14406,16402,3528,
2021-01-17,Louisiana,,,,,,,,,14406,16802,3614,
2021-01-16,Louisiana,,,,,,,,,14406,17400,3743,
2021-01-15,Louisiana,197967,370175,167193,0.65,4.26,30416,3.6,7.96,22156,18399,3958,0.535
2021-01-14,Louisiana,175811,370175,149064,,3.78,,3.21,7.96,19625,16520,3554,0.475
2021-01-13,Louisiana,156186,369475,127078,0.46,3.36,21634,2.73,7.95,13415,13415,2886,0.423
2021-01-12,Louisiana,142771,368300,117022,0.39,3.07,18314,2.52,7.92,,,,0.388
2021-03-03,Maine,334449,465150,225674,7.92,24.88,106463,16.79,34.6,124,4155,3091,0.719
2021-03-02,Maine,334325,451450,225566,7.92,24.87,106447,16.78,33.58,316,4985,3708,0.741
2021-03-01,Maine,334009,416090,225253,7.92,24.85,106444,16.76,30.95,1010,5270,3921,0.803
2021-02-28,Maine,332999,416090,224342,7.91,24.77,106345,16.69,30.95,641,9187,6834,0.8
2021-02-27,Maine,332358,416090,223922,7.9,24.72,106125,16.66,30.95,26881,9148,6805,0.799
2021-02-26,Maine,305477,411790,208767,7.03,22.72,94495,15.53,30.63,80,5331,3966,0.742
2021-02-25,Maine,305397,398190,208714,7.03,22.72,94469,15.53,29.62,35,8993,6690,0.767
2021-02-24,Maine,305362,387360,208682,7.03,22.72,94466,15.52,28.82,5935,8988,6686,0.788
2021-02-23,Maine,299427,355310,205886,6.8,22.28,91339,15.32,26.43,2311,8756,6514,0.843
2021-02-22,Maine,297116,335375,204495,6.73,22.1,90423,15.21,24.95,28423,11632,8653,0.886
2021-02-21,Maine,268693,335375,190495,5.66,19.99,76101,14.17,24.95,371,10778,8018,0.801
2021-02-20,Maine,268322,335375,190336,5.65,19.96,75889,14.16,24.95,160,10725,7979,0.8
2021-02-19,Maine,268162,335375,190220,5.64,19.95,75845,14.15,24.95,25717,10702,7962,0.8
2021-02-18,Maine,242445,321850,174543,4.9,18.04,65928,12.98,23.94,0,7028,5228,0.753
2021-02-17,Maine,242445,321850,174543,4.9,18.04,65928,12.98,23.94,4308,7028,5228,0.753
2021-02-16,Maine,238137,317850,171975,4.78,17.72,64236,12.79,23.65,22445.5,7232,5380,0.749
2021-02-15,Maine,,,,,,,,,22445.5,5320,3958,
2021-02-14,Maine,193246,299375,141778,3.7,14.38,49721,10.55,22.27,0,2114,1573,0.645
2021-02-13,Maine,193246,299375,141778,3.7,14.38,49721,10.55,22.27,0,3517,2616,0.645
2021-02-12,Maine,193246,299375,141778,3.7,14.38,49721,10.55,22.27,0,4859,3615,0.645
2021-02-11,Maine,193246,299375,141778,3.7,14.38,49721,10.55,22.27,0,5687,4231,0.645
2021-02-10,Maine,193246,285800,141778,3.7,14.38,49721,10.55,21.26,5734,6780,5044,0.676
2021-02-09,Maine,187512,276600,138005,3.55,13.95,47770,10.27,20.58,9063,5961,4435,0.678
2021-02-08,Maine,178449,254550,132273,3.31,13.28,44447,9.84,18.94,0,4666,3471,0.701
2021-02-07,Maine,178449,254550,132273,3.31,13.28,44447,9.84,18.94,9823,5442,4048,0.701
2021-02-06,Maine,168626,254550,126127,3.04,12.54,40806,9.38,18.94,9390,5223,3886,0.662
2021-02-05,Maine,159236,254550,119024,2.87,11.85,38542,8.86,18.94,5797,5147,3829,0.626
2021-02-04,Maine,153439,254550,114962,2.74,11.42,36870,8.55,18.94,7653,5464,4065,0.603
2021-02-03,Maine,145786,226275,109917,2.55,10.84,34299,8.18,16.83,0,5229,3890,0.644
2021-02-02,Maine,145786,221875,109917,2.55,10.84,34299,8.18,16.51,0,5837,4342,0.657
2021-02-01,Maine,145786,212125,109917,2.55,10.84,34299,8.18,15.78,5433,5960,4434,0.687
2021-01-31,Maine,140353,212125,105665,2.46,10.44,33121,7.86,15.78,8286,5791,4308,0.662
2021-01-30,Maine,132067,212125,99468,2.31,9.83,31055,7.4,15.78,8860,5581,4152,0.623
2021-01-29,Maine,123207,211150,93513,2.1,9.17,28255,6.96,15.71,8016,5259,3912,0.584
2021-01-28,Maine,115191,208225,88878,1.85,8.57,24925,6.61,15.49,6008,4956,3687,0.553
2021-01-27,Maine,109183,204325,86103,1.62,8.12,21707,6.4,15.2,4259,4717,3509,0.534
2021-01-26,Maine,104924,195925,83464,1.5,7.81,20096,6.21,14.58,855,4421,3289,0.536
2021-01-25,Maine,104069,178450,82837,1.48,7.74,19873,6.16,13.28,4254,4758,3540,0.583
2021-01-24,Maine,99815,178450,79310,1.42,7.43,19151,5.9,13.28,6812,4609,3429,0.559
2021-01-23,Maine,93003,178450,74110,1.31,6.92,17562,5.51,13.28,6608,4095,3046,0.521
2021-01-22,Maine,86395,176400,70193,1.11,6.43,14893,5.22,13.12,5893,3609,2685,0.49
2021-01-21,Maine,80502,165175,67133,0.9,5.99,12071,4.99,12.29,4335,2768,2059,0.487
2021-01-20,Maine,76167,155800,64260,0.79,5.67,10661,4.78,11.59,2189,2703,2011,0.489
2021-01-19,Maine,73978,136875,62716,0.74,5.5,10018,4.67,10.18,3212.25,2719,2023,0.54
2021-01-18,Maine,,,,,,,,,3212.25,2637,1962,
2021-01-17,Maine,,,,,,,,,3212.25,2522,1876,
2021-01-16,Maine,,,,,,,,,3212.25,2349,1747,
2021-01-15,Maine,61129,136875,51631,0.62,4.55,8274,3.84,10.18,0,2061,1533,0.447
2021-01-14,Maine,61129,136875,51631,,4.55,,3.84,10.18,3881,3092,2300,0.447
2021-01-13,Maine,57248,136875,39157,0.39,4.26,5182,2.91,10.18,2303,2303,1713,0.418
2021-01-12,Maine,54945,132975,38045,0.34,4.09,4518,2.83,9.89,,,,0.413
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
